index,unit1_rgb,unit2_pos,unit1_beam_32,unit1_beam_64
1427,../../../Scenario5/unit1/camera_data/image_BS1_5380_03_31_26.jpg,"[0.23302066870441082, 0.008658008604079795]",24,46
1282,../../../Scenario5/unit1/camera_data/image_BS1_4889_03_30_23.jpg,"[0.16434391741198942, 0.10064935050304365]",26,51
423,../../../Scenario5/unit1/camera_data/image_BS1_2039_03_24_19.jpg,"[0.2656965169066842, 0.08008658008757877]",22,43
1387,../../../Scenario5/unit1/camera_data/image_BS1_5340_03_31_21.jpg,"[0.5936249255914305, 0.020562770723059128]",4,7
814,../../../Scenario5/unit1/camera_data/image_BS1_3599_03_27_38.jpg,"[0.0468996941779526, 0.8690476189981843]",30,59
331,../../../Scenario5/unit1/camera_data/image_BS1_1265_03_22_40.jpg,"[0.5771228012563893, 0.04329004332799323]",4,7
1795,../../../Scenario5/unit1/camera_data/image_BS1_7039_03_34_59.jpg,"[0.14724656719349602, 0.08549783563815042]",26,52
1859,../../../Scenario5/unit1/camera_data/image_BS1_7453_03_35_52.jpg,"[0.8501672789967215, 0.7867965367211363]",2,3
1714,../../../Scenario5/unit1/camera_data/image_BS1_6820_03_34_31.jpg,"[0.2982286898851498, 0.8095238093260704]",23,44
134,../../../Scenario5/unit1/camera_data/image_BS1_593_03_21_14.jpg,"[0.5561667453479029, 0.08116883110541483]",7,13
1847,../../../Scenario5/unit1/camera_data/image_BS1_7439_03_35_50.jpg,"[0.6226678434408249, 0.7987012985325214]",9,17
2111,../../../Scenario5/unit1/camera_data/image_BS1_9291_03_39_50.jpg,"[0.5732230455024512, 0.8928571426209544]",14,27
709,../../../Scenario5/unit1/camera_data/image_BS1_2879_03_26_06.jpg,"[0.708482995001101, 0.764069263962405]",6,11
471,../../../Scenario5/unit1/camera_data/image_BS1_2276_03_24_49.jpg,"[0.3615689333168099, 0.7987012985325214]",20,39
2243,../../../Scenario5/unit1/camera_data/image_BS1_9867_03_41_05.jpg,"[0.28402536894144315, 0.9448051945530275]",25,49
1710,../../../Scenario5/unit1/camera_data/image_BS1_6816_03_34_30.jpg,"[0.24777816546762454, 0.8203463201196194]",24,48
92,../../../Scenario5/unit1/camera_data/image_BS1_353_03_20_43.jpg,"[0.7157488557214428, 0.8203463201196194]",6,11
436,../../../Scenario5/unit1/camera_data/image_BS1_2052_03_24_21.jpg,"[0.10196835041011953, 0.10064935050304365]",28,55
2095,../../../Scenario5/unit1/camera_data/image_BS1_9274_03_39_48.jpg,"[0.3452310092229651, 0.9134199133440135]",24,47
1585,../../../Scenario5/unit1/camera_data/image_BS1_6281_03_33_22.jpg,"[0.67913220171587, 0.8073593072903983]",5,10
1380,../../../Scenario5/unit1/camera_data/image_BS1_5333_03_31_20.jpg,"[0.6654625315596979, 0.025974025966036512]",2,3
1780,../../../Scenario5/unit1/camera_data/image_BS1_7024_03_34_57.jpg,"[0.35828492847829646, 0.07359307351917108]",15,30
12,../../../Scenario5/unit1/camera_data/image_BS1_271_03_20_32.jpg,"[0.1258594856427539, 0.9199134199124213]",28,55
211,../../../Scenario5/unit1/camera_data/image_BS1_670_03_21_23.jpg,"[0.16951622503155425, 0.1168831168471643]",26,51
54,../../../Scenario5/unit1/camera_data/image_BS1_314_03_20_38.jpg,"[0.398308737499634, 0.8712121210338564]",18,34
2227,../../../Scenario5/unit1/camera_data/image_BS1_9850_03_41_03.jpg,"[0.17091192710360018, 0.990259740224287]",28,55
1916,../../../Scenario5/unit1/camera_data/image_BS1_7863_03_36_45.jpg,"[0.1191478007419192, 0.13528138522695707]",28,55
387,../../../Scenario5/unit1/camera_data/image_BS1_1322_03_22_47.jpg,"[0.028057716387631715, 0.15692640696785226]",30,60
1677,../../../Scenario5/unit1/camera_data/image_BS1_6545_03_33_55.jpg,"[0.16972147533669582, 0.041125541138524]",26,52
2294,../../../Scenario5/unit1/camera_data/image_BS1_9921_03_41_12.jpg,"[0.8941113688185537, 0.835497835445904]",3,6
922,../../../Scenario5/unit1/camera_data/image_BS1_3898_03_28_16.jpg,"[0.3856037437732521, 0.0930735929167999]",15,29
1686,../../../Scenario5/unit1/camera_data/image_BS1_6554_03_33_57.jpg,"[0.10404137846433999, 0.051948051932073025]",30,59
616,../../../Scenario5/unit1/camera_data/image_BS1_2610_03_25_32.jpg,"[0.1814002175665377, 0.10606060605361528]",25,49
620,../../../Scenario5/unit1/camera_data/image_BS1_2614_03_25_32.jpg,"[0.15428665257672367, 0.1093073594147177]",27,53
629,../../../Scenario5/unit1/camera_data/image_BS1_2623_03_25_33.jpg,"[0.09234211120252557, 0.1168831168471643]",30,58
750,../../../Scenario5/unit1/camera_data/image_BS1_3342_03_27_06.jpg,"[0.4590833521534842, 0.057359307482644666]",11,21
578,../../../Scenario5/unit1/camera_data/image_BS1_2572_03_25_27.jpg,"[0.3903655507971177, 0.08874458869165856]",15,29
2274,../../../Scenario5/unit1/camera_data/image_BS1_9899_03_41_09.jpg,"[0.5919829231794658, 0.8484848484289222]",12,26
631,../../../Scenario5/unit1/camera_data/image_BS1_2625_03_25_34.jpg,"[0.0772151638929738, 0.12012987020826672]",30,59
882,../../../Scenario5/unit1/camera_data/image_BS1_3672_03_27_47.jpg,"[0.8076188912323514, 0.764069263962405]",2,3
168,../../../Scenario5/unit1/camera_data/image_BS1_627_03_21_18.jpg,"[0.4192442683907318, 0.09199134189896385]",14,26
794,../../../Scenario5/unit1/camera_data/image_BS1_3388_03_27_11.jpg,"[0.15746803226995826, 0.051948051932073025]",27,53
597,../../../Scenario5/unit1/camera_data/image_BS1_2591_03_25_29.jpg,"[0.30978428193774027, 0.09199134189896385]",20,39
1736,../../../Scenario5/unit1/camera_data/image_BS1_6842_03_34_34.jpg,"[0.5751523983474477, 0.7521645021510199]",11,21
978,../../../Scenario5/unit1/camera_data/image_BS1_4088_03_28_41.jpg,"[0.2378851008881392, 0.8517316016362275]",24,48
1379,../../../Scenario5/unit1/camera_data/image_BS1_5332_03_31_20.jpg,"[0.67560189650827, 0.027056276983872564]",2,2
1544,../../../Scenario5/unit1/camera_data/image_BS1_6239_03_33_16.jpg,"[0.2238870302349902, 0.8701298700160203]",25,48
2206,../../../Scenario5/unit1/camera_data/image_BS1_9530_03_40_21.jpg,"[0.26194043636197, 0.12987012967638545]",25,49
1937,../../../Scenario5/unit1/camera_data/image_BS1_8053_03_37_09.jpg,"[0.07711253874769496, 0.8939393936387905]",29,57
1195,../../../Scenario5/unit1/camera_data/image_BS1_4800_03_30_12.jpg,"[0.5744340222867441, 0.08549783563815042]",6,11
2234,../../../Scenario5/unit1/camera_data/image_BS1_9858_03_41_04.jpg,"[0.21832474703711474, 0.9707792208266582]",28,55
1784,../../../Scenario5/unit1/camera_data/image_BS1_7028_03_34_57.jpg,"[0.3061103015209163, 0.07575757586243743]",19,37
662,../../../Scenario5/unit1/camera_data/image_BS1_2830_03_26_00.jpg,"[0.2826091418520086, 0.825757575670191]",23,45
2188,../../../Scenario5/unit1/camera_data/image_BS1_9512_03_40_19.jpg,"[0.3961125592681622, 0.1255411254512441]",18,34
768,../../../Scenario5/unit1/camera_data/image_BS1_3360_03_27_08.jpg,"[0.3300835368814408, 0.05952380951831677]",19,37
1463,../../../Scenario5/unit1/camera_data/image_BS1_5900_03_32_33.jpg,"[0.5688922641208413, 0.06385281405105236]",6,11
1657,../../../Scenario5/unit1/camera_data/image_BS1_6525_03_33_53.jpg,"[0.2916401551761504, 0.03787878777742159]",22,42
663,../../../Scenario5/unit1/camera_data/image_BS1_2832_03_26_00.jpg,"[0.3044272490304225, 0.8214285714450497]",22,43
852,../../../Scenario5/unit1/camera_data/image_BS1_3640_03_27_43.jpg,"[0.4323802877593694, 0.7521645021510199]",17,33
958,../../../Scenario5/unit1/camera_data/image_BS1_4068_03_28_38.jpg,"[0.018575152403845583, 0.9166666665513188]",30,60
249,../../../Scenario5/unit1/camera_data/image_BS1_1001_03_22_06.jpg,"[0.20151474723706922, 0.8290043287236992]",26,52
769,../../../Scenario5/unit1/camera_data/image_BS1_3361_03_27_08.jpg,"[0.32351552718983007, 0.05952380951831677]",19,37
60,../../../Scenario5/unit1/camera_data/image_BS1_320_03_20_39.jpg,"[0.4352127419382385, 0.8625541124297765]",17,32
2223,../../../Scenario5/unit1/camera_data/image_BS1_9846_03_41_02.jpg,"[0.14759549270786151, 1.0]",30,59
1584,../../../Scenario5/unit1/camera_data/image_BS1_6280_03_33_21.jpg,"[0.6680281603375078, 0.8084415583082343]",7,13
282,../../../Scenario5/unit1/camera_data/image_BS1_1034_03_22_10.jpg,"[0.4837339135107672, 0.7987012985325214]",15,29
1216,../../../Scenario5/unit1/camera_data/image_BS1_4821_03_30_15.jpg,"[0.44949816300983536, 0.09956709948520759]",12,23
966,../../../Scenario5/unit1/camera_data/image_BS1_4076_03_28_39.jpg,"[0.09804806962420885, 0.8852813851885077]",29,56
1729,../../../Scenario5/unit1/camera_data/image_BS1_6835_03_34_33.jpg,"[0.4885778206479391, 0.7694805192053824]",15,28
1441,../../../Scenario5/unit1/camera_data/image_BS1_5394_03_31_28.jpg,"[0.10065474846596383, 0.04761904770693169]",29,57
442,../../../Scenario5/unit1/camera_data/image_BS1_2058_03_24_21.jpg,"[0.03275794831557969, 0.11580086582932826]",31,62
1433,../../../Scenario5/unit1/camera_data/image_BS1_5386_03_31_27.jpg,"[0.17657683544675445, 0.02380952393036441]",26,51
1645,../../../Scenario5/unit1/camera_data/image_BS1_6513_03_33_51.jpg,"[0.352681595201892, 0.03896103879525764]",17,33
1088,../../../Scenario5/unit1/camera_data/image_BS1_4372_03_29_17.jpg,"[0.11101988875164998, 0.1168831168471643]",28,56
2164,../../../Scenario5/unit1/camera_data/image_BS1_9488_03_40_16.jpg,"[0.5621190041240889, 0.11471861465769508]",9,17
1872,../../../Scenario5/unit1/camera_data/image_BS1_7817_03_36_39.jpg,"[0.55848607377121, 0.11255411262202297]",5,9
303,../../../Scenario5/unit1/camera_data/image_BS1_1055_03_22_13.jpg,"[0.6726462921521494, 0.7932900431357468]",6,11
2108,../../../Scenario5/unit1/camera_data/image_BS1_9288_03_39_50.jpg,"[0.5284169044106916, 0.8961038959820569]",15,29
2189,../../../Scenario5/unit1/camera_data/image_BS1_9513_03_40_19.jpg,"[0.3893187742394373, 0.1255411254512441]",19,34
873,../../../Scenario5/unit1/camera_data/image_BS1_3662_03_27_46.jpg,"[0.6855154861343118, 0.7510822511331839]",6,11
2289,../../../Scenario5/unit1/camera_data/image_BS1_9914_03_41_11.jpg,"[0.7950780977325821, 0.8333333332564348]",7,13
260,../../../Scenario5/unit1/camera_data/image_BS1_1012_03_22_08.jpg,"[0.2926048315913567, 0.8192640691017833]",22,43
895,../../../Scenario5/unit1/camera_data/image_BS1_3870_03_28_13.jpg,"[0.6082182221280317, 0.06601731608672447]",4,7
1968,../../../Scenario5/unit1/camera_data/image_BS1_8084_03_37_13.jpg,"[0.3307813879101718, 0.8376623374815761]",20,39
727,../../../Scenario5/unit1/camera_data/image_BS1_3319_03_27_03.jpg,"[0.6500892838810595, 0.04329004332799323]",2,3
2053,../../../Scenario5/unit1/camera_data/image_BS1_8611_03_38_21.jpg,"[0.32952936106193376, 0.07792207789810954]",18,36
2085,../../../Scenario5/unit1/camera_data/image_BS1_9263_03_39_47.jpg,"[0.18665462531399274, 0.9361471859489476]",29,57
1876,../../../Scenario5/unit1/camera_data/image_BS1_7821_03_36_39.jpg,"[0.5159376860068399, 0.11363636363985903]",7,13
1812,../../../Scenario5/unit1/camera_data/image_BS1_7403_03_35_46.jpg,"[0.13207856981999916, 0.8419913418605146]",28,55
1557,../../../Scenario5/unit1/camera_data/image_BS1_6253_03_33_18.jpg,"[0.3735966010610173, 0.8441558440499838]",19,37
1383,../../../Scenario5/unit1/camera_data/image_BS1_5336_03_31_20.jpg,"[0.6353523121498182, 0.02380952393036441]",2,4
50,../../../Scenario5/unit1/camera_data/image_BS1_310_03_20_37.jpg,"[0.37437655220305455, 0.877705627602264]",19,37
547,../../../Scenario5/unit1/camera_data/image_BS1_2541_03_25_23.jpg,"[0.5025143162051705, 0.08116883110541483]",9,17
2194,../../../Scenario5/unit1/camera_data/image_BS1_9518_03_40_20.jpg,"[0.3539746721140752, 0.1266233767766744]",20,40
535,../../../Scenario5/unit1/camera_data/image_BS1_2529_03_25_21.jpg,"[0.5598612507966995, 0.07575757586243743]",7,13
1824,../../../Scenario5/unit1/camera_data/image_BS1_7415_03_35_47.jpg,"[0.28917715154361934, 0.8235930734807217]",23,44
2021,../../../Scenario5/unit1/camera_data/image_BS1_8578_03_38_17.jpg,"[0.6331150838398174, 0.08333333344868118]",2,3
1290,../../../Scenario5/unit1/camera_data/image_BS1_4897_03_30_24.jpg,"[0.09716549332230882, 0.09848484846737154]",30,58
1924,../../../Scenario5/unit1/camera_data/image_BS1_7871_03_36_46.jpg,"[0.05478130579913517, 0.13852813858805949]",30,59
1035,../../../Scenario5/unit1/camera_data/image_BS1_4318_03_29_10.jpg,"[0.5953490281458693, 0.061688311707786]",4,7
425,../../../Scenario5/unit1/camera_data/image_BS1_2041_03_24_19.jpg,"[0.2424621826388358, 0.08333333344868118]",23,45
417,../../../Scenario5/unit1/camera_data/image_BS1_2033_03_24_18.jpg,"[0.33490691898664016, 0.07359307351917108]",19,34
1671,../../../Scenario5/unit1/camera_data/image_BS1_6539_03_33_55.jpg,"[0.2094989840181145, 0.03787878777742159]",25,49
1,../../../Scenario5/unit1/camera_data/image_BS1_259_03_20_31.jpg,"[0.024630036325310453, 0.9502164501035991]",30,60
889,../../../Scenario5/unit1/camera_data/image_BS1_3864_03_28_12.jpg,"[0.661131750163504, 0.06060606053615282]",2,2
1353,../../../Scenario5/unit1/camera_data/image_BS1_5146_03_30_56.jpg,"[0.6040721660050069, 0.7586580084118334]",9,17
386,../../../Scenario5/unit1/camera_data/image_BS1_1321_03_22_47.jpg,"[0.03887440734754612, 0.1547619046245859]",31,60
2139,../../../Scenario5/unit1/camera_data/image_BS1_9462_03_40_13.jpg,"[0.7549927136153269, 0.10389610386414605]",8,4
1648,../../../Scenario5/unit1/camera_data/image_BS1_6516_03_33_52.jpg,"[0.33751359782839513, 0.03896103879525764]",19,37
177,../../../Scenario5/unit1/camera_data/image_BS1_636_03_21_19.jpg,"[0.3778452823293209, 0.09523809526006626]",17,32
2151,../../../Scenario5/unit1/camera_data/image_BS1_9474_03_40_14.jpg,"[0.6682334106426493, 0.1071428573790456]",5,9
513,../../../Scenario5/unit1/camera_data/image_BS1_2507_03_25_19.jpg,"[0.6830114324378356, 0.06601731608672447]",2,2
537,../../../Scenario5/unit1/camera_data/image_BS1_2531_03_25_22.jpg,"[0.5501734365077717, 0.07683982688027349]",7,13
2091,../../../Scenario5/unit1/camera_data/image_BS1_9270_03_39_48.jpg,"[0.29281008189649826, 0.9199134199124213]",26,51
439,../../../Scenario5/unit1/camera_data/image_BS1_2055_03_24_21.jpg,"[0.0670963239763743, 0.10822510839688164]",30,59
362,../../../Scenario5/unit1/camera_data/image_BS1_1296_03_22_44.jpg,"[0.3059666262971084, 0.08549783563815042]",19,38
1839,../../../Scenario5/unit1/camera_data/image_BS1_7430_03_35_49.jpg,"[0.49243652633793217, 0.8084415583082343]",14,27
116,../../../Scenario5/unit1/camera_data/image_BS1_575_03_21_11.jpg,"[0.6484678064864833, 0.07792207789810954]",2,4
899,../../../Scenario5/unit1/camera_data/image_BS1_3874_03_28_13.jpg,"[0.5753576486525892, 0.06818181796859943]",6,11
337,../../../Scenario5/unit1/camera_data/image_BS1_1271_03_22_41.jpg,"[0.5239834978692188, 0.04761904770693169]",7,13
2137,../../../Scenario5/unit1/camera_data/image_BS1_9319_03_39_54.jpg,"[0.9817327230465748, 0.8841991341706718]",2,3
714,../../../Scenario5/unit1/camera_data/image_BS1_2884_03_26_07.jpg,"[0.7723363641883231, 0.754329004186692]",3,6
435,../../../Scenario5/unit1/camera_data/image_BS1_2051_03_24_21.jpg,"[0.11370866772129515, 0.09740259744953549]",28,55
2018,../../../Scenario5/unit1/camera_data/image_BS1_8575_03_38_17.jpg,"[0.6662014326377901, 0.08549783563815042]",2,3
31,../../../Scenario5/unit1/camera_data/image_BS1_291_03_20_35.jpg,"[0.25393567456353605, 0.8993506491893621]",23,45
773,../../../Scenario5/unit1/camera_data/image_BS1_3365_03_27_08.jpg,"[0.29843394019029135, 0.05952380951831677]",20,39
1356,../../../Scenario5/unit1/camera_data/image_BS1_5149_03_30_56.jpg,"[0.6321914574885562, 0.7554112552045281]",9,17
1457,../../../Scenario5/unit1/camera_data/image_BS1_5893_03_32_32.jpg,"[0.6221957677346241, 0.06060606053615282]",3,4
408,../../../Scenario5/unit1/camera_data/image_BS1_2024_03_24_17.jpg,"[0.43790152090788365, 0.06493506506888841]",12,22
1126,../../../Scenario5/unit1/camera_data/image_BS1_4596_03_29_46.jpg,"[0.2461361630556598, 0.8203463201196194]",24,46
2291,../../../Scenario5/unit1/camera_data/image_BS1_9917_03_41_11.jpg,"[0.8372570349506142, 0.8344155842742709]",6,11
1836,../../../Scenario5/unit1/camera_data/image_BS1_7427_03_35_49.jpg,"[0.4511812154857452, 0.8116883115155396]",17,32
2218,../../../Scenario5/unit1/camera_data/image_BS1_9542_03_40_23.jpg,"[0.16069046202713794, 0.13311688303748784]",30,58
294,../../../Scenario5/unit1/camera_data/image_BS1_1046_03_22_12.jpg,"[0.5893351942737657, 0.7932900431357468]",9,17
306,../../../Scenario5/unit1/camera_data/image_BS1_1058_03_22_13.jpg,"[0.7011145091500643, 0.7943722941535829]",6,11
1661,../../../Scenario5/unit1/camera_data/image_BS1_6529_03_33_53.jpg,"[0.2696988978059012, 0.03571428574174949]",22,43
147,../../../Scenario5/unit1/camera_data/image_BS1_606_03_21_15.jpg,"[0.5048541696604502, 0.08441558446651723]",9,17
1629,../../../Scenario5/unit1/camera_data/image_BS1_6496_03_33_49.jpg,"[0.4420475770163246, 0.03896103879525764]",12,23
791,../../../Scenario5/unit1/camera_data/image_BS1_3384_03_27_11.jpg,"[0.18320642023428285, 0.05519480513937831]",26,52
1397,../../../Scenario5/unit1/camera_data/image_BS1_5350_03_31_22.jpg,"[0.49553580591786045, 0.014069264154651435]",9,17
1722,../../../Scenario5/unit1/camera_data/image_BS1_6828_03_34_32.jpg,"[0.3937111307315488, 0.7900432899284415]",19,37
1547,../../../Scenario5/unit1/camera_data/image_BS1_6242_03_33_17.jpg,"[0.25514665134782905, 0.8636363634476126]",24,48
479,../../../Scenario5/unit1/camera_data/image_BS1_2284_03_24_50.jpg,"[0.4557582972510257, 0.7867965367211363]",15,29
789,../../../Scenario5/unit1/camera_data/image_BS1_3382_03_27_11.jpg,"[0.19578826378341338, 0.05627705615721436]",25,49
1103,../../../Scenario5/unit1/camera_data/image_BS1_4573_03_29_43.jpg,"[0.04848012150858363, 0.8831168828452415]",30,59
1237,../../../Scenario5/unit1/camera_data/image_BS1_4843_03_30_17.jpg,"[0.37692165596347577, 0.10281385284631]",16,32
626,../../../Scenario5/unit1/camera_data/image_BS1_2620_03_25_33.jpg,"[0.11313396686981553, 0.11471861465769508]",28,55
643,../../../Scenario5/unit1/camera_data/image_BS1_2811_03_25_57.jpg,"[0.09215738592935654, 0.8744588742411616]",29,57
40,../../../Scenario5/unit1/camera_data/image_BS1_300_03_20_36.jpg,"[0.3132324870174502, 0.8896103894136491]",22,42
1525,../../../Scenario5/unit1/camera_data/image_BS1_6219_03_33_14.jpg,"[0.0118224174390658, 0.9220779219480933]",30,60
457,../../../Scenario5/unit1/camera_data/image_BS1_2261_03_24_47.jpg,"[0.1877629769530069, 0.8322510822385987]",26,52
231,../../../Scenario5/unit1/camera_data/image_BS1_982_03_22_04.jpg,"[0.04441616551344901, 0.8560606058613689]",30,60
1167,../../../Scenario5/unit1/camera_data/image_BS1_4638_03_29_51.jpg,"[0.6397446686273458, 0.7521645021510199]",7,14
81,../../../Scenario5/unit1/camera_data/image_BS1_342_03_20_41.jpg,"[0.610393875327531, 0.8300865800491295]",9,17
74,../../../Scenario5/unit1/camera_data/image_BS1_335_03_20_40.jpg,"[0.5440364524584167, 0.8398268395172482]",11,22
102,../../../Scenario5/unit1/camera_data/image_BS1_363_03_20_44.jpg,"[0.824244165759228, 0.8181818179301501]",2,3
557,../../../Scenario5/unit1/camera_data/image_BS1_2551_03_25_24.jpg,"[0.46704706388797307, 0.08333333344868118]",11,22
1622,../../../Scenario5/unit1/camera_data/image_BS1_6489_03_33_48.jpg,"[0.4851296155682292, 0.03896103879525764]",10,19
229,../../../Scenario5/unit1/camera_data/image_BS1_980_03_22_03.jpg,"[0.027811416018545046, 0.8614718612581433]",30,60
2235,../../../Scenario5/unit1/camera_data/image_BS1_9859_03_41_04.jpg,"[0.22544693253364867, 0.9686147184833919]",28,55
822,../../../Scenario5/unit1/camera_data/image_BS1_3608_03_27_39.jpg,"[0.13029289218422657, 0.835497835445904]",28,54
1142,../../../Scenario5/unit1/camera_data/image_BS1_4613_03_29_48.jpg,"[0.40146959217547995, 0.7867965367211363]",17,34
926,../../../Scenario5/unit1/camera_data/image_BS1_3902_03_28_17.jpg,"[0.34654461115253693, 0.09632034643169944]",17,32
542,../../../Scenario5/unit1/camera_data/image_BS1_2536_03_25_22.jpg,"[0.5239834978692188, 0.0790043289159456]",9,16
1293,../../../Scenario5/unit1/camera_data/image_BS1_4900_03_30_25.jpg,"[0.0722481065639666, 0.09740259744953549]",30,59
508,../../../Scenario5/unit1/camera_data/image_BS1_2315_03_24_54.jpg,"[0.8435992693051108, 0.7673160173235074]",2,2
1819,../../../Scenario5/unit1/camera_data/image_BS1_7410_03_35_46.jpg,"[0.2199256993851344, 0.8311688309131684]",25,49
1404,../../../Scenario5/unit1/camera_data/image_BS1_5357_03_31_23.jpg,"[0.43584901787105185, 0.008658008604079795]",12,22
1972,../../../Scenario5/unit1/camera_data/image_BS1_8088_03_37_13.jpg,"[0.36655651567778963, 0.8311688309131684]",19,38
1965,../../../Scenario5/unit1/camera_data/image_BS1_8081_03_37_13.jpg,"[0.30584347611985707, 0.8419913418605146]",20,39
234,../../../Scenario5/unit1/camera_data/image_BS1_985_03_22_04.jpg,"[0.06910777693467711, 0.8506493503107972]",30,59
1834,../../../Scenario5/unit1/camera_data/image_BS1_7425_03_35_48.jpg,"[0.4241292255918488, 0.8138528138588059]",17,34
1371,../../../Scenario5/unit1/camera_data/image_BS1_5164_03_30_58.jpg,"[0.7874427864804862, 0.7413419913574709]",3,6
1976,../../../Scenario5/unit1/camera_data/image_BS1_8092_03_37_14.jpg,"[0.4055540731880032, 0.8235930734807217]",17,34
2229,../../../Scenario5/unit1/camera_data/image_BS1_9852_03_41_03.jpg,"[0.18197491841801733, 0.9859307356915514]",29,57
2296,../../../Scenario5/unit1/camera_data/image_BS1_9923_03_41_12.jpg,"[0.9234211120398396, 0.83658008646374]",3,6
1852,../../../Scenario5/unit1/camera_data/image_BS1_7444_03_35_51.jpg,"[0.6993904065956255, 0.7965367964968493]",6,10
1280,../../../Scenario5/unit1/camera_data/image_BS1_4886_03_30_23.jpg,"[0.18833767780448651, 0.10173160182847395]",25,49
463,../../../Scenario5/unit1/camera_data/image_BS1_2267_03_24_48.jpg,"[0.2572812544979671, 0.8181818179301501]",24,47
1759,../../../Scenario5/unit1/camera_data/image_BS1_7003_03_34_54.jpg,"[0.6498840335759178, 0.05952380951831677]",2,2
993,../../../Scenario5/unit1/camera_data/image_BS1_4105_03_28_43.jpg,"[0.45666139857031435, 0.8203463201196194]",17,32
2170,../../../Scenario5/unit1/camera_data/image_BS1_9494_03_40_17.jpg,"[0.5189138153949329, 0.11796536786500036]",11,21
1726,../../../Scenario5/unit1/camera_data/image_BS1_6832_03_34_32.jpg,"[0.4485540116120177, 0.7781385281170564]",17,33
1139,../../../Scenario5/unit1/camera_data/image_BS1_4610_03_29_48.jpg,"[0.3748486279092553, 0.7922077922717079]",19,37
284,../../../Scenario5/unit1/camera_data/image_BS1_1036_03_22_11.jpg,"[0.5008312637292606, 0.7987012985325214]",14,26
1770,../../../Scenario5/unit1/camera_data/image_BS1_7014_03_34_56.jpg,"[0.5005849633601739, 0.06493506506888841]",9,17
447,../../../Scenario5/unit1/camera_data/image_BS1_2251_03_24_46.jpg,"[0.06650109809292214, 0.8712121210338564]",30,59
1007,../../../Scenario5/unit1/camera_data/image_BS1_4119_03_28_45.jpg,"[0.6328277334213696, 0.8030303030652569]",9,17
983,../../../Scenario5/unit1/camera_data/image_BS1_4093_03_28_41.jpg,"[0.2968329878276878, 0.8409090908426785]",22,43
1929,../../../Scenario5/unit1/camera_data/image_BS1_8045_03_37_08.jpg,"[0.01479854682715882, 0.9155844153796856]",30,59
1684,../../../Scenario5/unit1/camera_data/image_BS1_6552_03_33_56.jpg,"[0.11900412553269528, 0.049783549588806666]",28,55
65,../../../Scenario5/unit1/camera_data/image_BS1_325_03_20_39.jpg,"[0.4685248660733253, 0.8549783548435328]",15,28
59,../../../Scenario5/unit1/camera_data/image_BS1_319_03_20_38.jpg,"[0.4288294575197968, 0.8625541124297765]",16,34
1863,../../../Scenario5/unit1/camera_data/image_BS1_7808_03_36_38.jpg,"[0.6542148149721116, 0.11363636363985903]",2,2
256,../../../Scenario5/unit1/camera_data/image_BS1_1008_03_22_07.jpg,"[0.2602779089180327, 0.8225108224628858]",23,46
1434,../../../Scenario5/unit1/camera_data/image_BS1_5387_03_31_27.jpg,"[0.16641694546620986, 0.027056276983872564]",26,51
1458,../../../Scenario5/unit1/camera_data/image_BS1_5894_03_32_32.jpg,"[0.6143552061773867, 0.06060606053615282]",4,7
867,../../../Scenario5/unit1/camera_data/image_BS1_3655_03_27_45.jpg,"[0.5995771843822004, 0.7467532466004483]",9,17
1541,../../../Scenario5/unit1/camera_data/image_BS1_6236_03_33_16.jpg,"[0.19254530900884506, 0.876623376584428]",26,51
1901,../../../Scenario5/unit1/camera_data/image_BS1_7846_03_36_42.jpg,"[0.28154184027693957, 0.123376623415572]",20,39
2078,../../../Scenario5/unit1/camera_data/image_BS1_8636_03_38_25.jpg,"[0.11896307546875018, 0.08766233767382252]",29,57
1340,../../../Scenario5/unit1/camera_data/image_BS1_5132_03_30_54.jpg,"[0.47581125182563955, 0.7770562767916261]",15,29
644,../../../Scenario5/unit1/camera_data/image_BS1_2812_03_25_58.jpg,"[0.10211202561934346, 0.8712121210338564]",28,55
1998,../../../Scenario5/unit1/camera_data/image_BS1_8114_03_37_17.jpg,"[0.6482215061319806, 0.7792207791348925]",7,14
2112,../../../Scenario5/unit1/camera_data/image_BS1_9292_03_39_51.jpg,"[0.5885347180851719, 0.8928571426209544]",13,26
2050,../../../Scenario5/unit1/camera_data/image_BS1_8608_03_38_21.jpg,"[0.3582028283504063, 0.07792207789810954]",17,33
2171,../../../Scenario5/unit1/camera_data/image_BS1_9495_03_40_17.jpg,"[0.5117711048664264, 0.11796536786500036]",11,21
632,../../../Scenario5/unit1/camera_data/image_BS1_2626_03_25_34.jpg,"[0.06910777693467711, 0.12121212122610277]",30,59
802,../../../Scenario5/unit1/camera_data/image_BS1_3396_03_27_12.jpg,"[0.10133207446272227, 0.05519480513937831]",29,57
2080,../../../Scenario5/unit1/camera_data/image_BS1_8638_03_38_25.jpg,"[0.10311775209849487, 0.08874458869165856]",30,59
35,../../../Scenario5/unit1/camera_data/image_BS1_295_03_20_35.jpg,"[0.2816034153728572, 0.8950216449642208]",23,45
1166,../../../Scenario5/unit1/camera_data/image_BS1_4637_03_29_51.jpg,"[0.628435376943842, 0.753246753168856]",9,17
1632,../../../Scenario5/unit1/camera_data/image_BS1_6499_03_33_50.jpg,"[0.4252581022628355, 0.04004329012068795]",14,26
